study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	timeraw	mean_unit	value_unit
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	219.5	hr		0.00084589587233468					3.5	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	220.0	hr		0.000792799302263629					4.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	220.5	hr		0.0007218214130621213					4.5	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	221.0	hr		0.0006200073714825804					5.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	222.0	hr		0.0004871747150848998					6.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	224.0	hr		0.00033664320199686896					8.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	228.0	hr		0.00016823036977838113					12.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	232.0	hr		0.00011075470114476936					16.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	240.0	hr		3.9776811943261486e-05					24.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	252.0	hr		2.2077955252911188e-05					36.0	mole/meter^3	ng/ml
Ogata2010		all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	264.0	hr		0.0					48.0	mole/meter^3	ng/ml
