study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	sd	se	unit	comments	timeraw
Ogata2010	NA	all	10.0	ED30	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED30	1.0	hr	NA	131.9	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	10.0	ED30	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED30	1.5	hr	NA	132.4	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	10.0	ED30	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED30	2.0	hr	NA	123.7	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	10.0	ED30	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED30	2.5	hr	NA	117.2	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	10.0	ED30	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED30	3.0	hr	NA	104.2	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	10.0	ED30	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED30	3.5	hr	NA	95.6	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	10.0	ED30	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED30	4.0	hr	NA	89.2	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	10.0	ED30	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED30	4.5	hr	NA	87.4	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	10.0	ED30	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED30	5.0	hr	NA	78.8	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	10.0	ED30	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED30	6.0	hr	NA	72.8	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	10.0	ED30	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED30	8.0	hr	NA	45.2	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	10.0	ED30	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED30	12.0	hr	NA	24.7	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	10.0	ED30	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED30	16.0	hr	NA	13.6	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	10.0	ED30	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED30	24.0	hr	NA	11.8	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	10.0	ED30	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED30	36.0	hr	NA	8.0	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	10.0	ED30	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED30	48.0	hr	NA	6.5	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	10.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60	0.0	hr	NA	0.0	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	10.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60	0.5	hr	NA	113.5	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	10.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60	1.0	hr	NA	265.3	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	10.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60	1.5	hr	NA	263.5	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	10.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60	2.0	hr	NA	234.6	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	10.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60	2.5	hr	NA	212.2	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	10.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60	3.0	hr	NA	192.5	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	10.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60	3.5	hr	NA	181.6	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	10.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60	4.0	hr	NA	159.4	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	10.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60	4.5	hr	NA	139.4	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	10.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60	5.0	hr	NA	139.9	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	10.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60	6.0	hr	NA	106.8	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	10.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60	8.0	hr	NA	76.8	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	10.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60	12.0	hr	NA	35.9	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	10.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60	16.0	hr	NA	22.6	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	10.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60	24.0	hr	NA	14.1	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	10.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60	36.0	hr	NA	8.8	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	10.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60	48.0	hr	NA	8.0	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED90	0.0	hr	NA	0.0	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED90	0.5	hr	NA	142.9	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED90	1.0	hr	NA	301.5	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED90	1.5	hr	NA	338.1	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED90	2.0	hr	NA	309.1	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED90	2.5	hr	NA	280.0	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED90	3.0	hr	NA	251.2	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED90	3.5	hr	NA	229.0	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED90	4.0	hr	NA	209.1	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED90	4.5	hr	NA	169.2	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED90	5.0	hr	NA	145.2	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED90	6.0	hr	NA	101.7	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED90	8.0	hr	NA	103.9	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED90	12.0	hr	NA	60.8	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED90	16.0	hr	NA	43.0	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED90	24.0	hr	NA	25.4	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED90	36.0	hr	NA	12.6	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED90	48.0	hr	NA	8.8	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED120	0.0	hr	NA	0.0	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED120	0.5	hr	NA	228.7	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED120	1.0	hr	NA	392.0	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED120	1.5	hr	NA	365.2	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED120	2.0	hr	NA	338.5	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED120	2.5	hr	NA	298.1	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED120	3.0	hr	NA	273.8	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED120	3.5	hr	NA	240.3	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED120	4.0	hr	NA	211.4	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED120	4.5	hr	NA	191.4	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED120	5.0	hr	NA	176.0	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED120	6.0	hr	NA	142.9	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED120	8.0	hr	NA	103.9	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED120	12.0	hr	NA	60.8	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED120	16.0	hr	NA	43.0	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED120	24.0	hr	NA	25.4	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED120	36.0	hr	NA	12.6	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED120	48.0	hr	NA	8.8	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED150	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED150	0.0	hr	NA	0.0	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED150	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED150	0.5	hr	NA	283.0	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED150	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED150	1.0	hr	NA	385.2	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED150	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED150	1.5	hr	NA	381.0	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED150	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED150	2.0	hr	NA	413.1	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED150	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED150	2.5	hr	NA	374.9	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED150	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED150	3.0	hr	NA	341.6	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED150	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED150	3.5	hr	NA	321.7	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED150	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED150	4.0	hr	NA	292.7	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED150	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED150	4.5	hr	NA	261.5	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED150	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED150	5.0	hr	NA	252.9	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED150	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED150	6.0	hr	NA	204.0	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED150	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED150	8.0	hr	NA	146.9	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED150	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED150	12.0	hr	NA	99.2	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED150	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED150	16.0	hr	NA	74.7	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED150	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED150	24.0	hr	NA	50.3	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED150	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED150	36.0	hr	NA	23.9	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	ED150	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED150	48.0	hr	NA	15.6	NA	NA	NA	ng/ml	fasted	NA
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	0.0	hr	NA	0.0	NA	NA	NA	ng/ml	NA	0.0
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	0.5	hr	NA	7.3	NA	NA	NA	ng/ml	NA	0.5
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	1.0	hr	NA	17.1	NA	NA	NA	ng/ml	NA	1.0
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	1.5	hr	NA	70.9	NA	NA	NA	ng/ml	NA	1.5
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	2.0	hr	NA	112.4	NA	NA	NA	ng/ml	NA	2.0
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	2.5	hr	NA	151.5	NA	NA	NA	ng/ml	NA	2.5
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	3.0	hr	NA	205.4	NA	NA	NA	ng/ml	NA	3.0
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	3.5	hr	NA	202.8	NA	NA	NA	ng/ml	NA	3.5
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	4.0	hr	NA	190.4	NA	NA	NA	ng/ml	NA	4.0
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	4.5	hr	NA	168.3	NA	NA	NA	ng/ml	NA	4.5
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	5.0	hr	NA	146.1	NA	NA	NA	ng/ml	NA	5.0
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	6.0	hr	NA	128.8	NA	NA	NA	ng/ml	NA	6.0
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	8.0	hr	NA	101.7	NA	NA	NA	ng/ml	NA	8.0
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	12.0	hr	NA	67.0	NA	NA	NA	ng/ml	NA	12.0
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	16.0	hr	NA	29.9	NA	NA	NA	ng/ml	NA	16.0
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	24.0	hr	NA	20.0	NA	NA	NA	ng/ml	NA	24.0
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	36.0	hr	NA	10.1	NA	NA	NA	ng/ml	NA	36.0
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	48.0	hr	NA	0.0	NA	NA	NA	ng/ml	NA	48.0
Ogata2010	NA	all	9.0	mED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED60	50.0	hr	NA	NA	NA	NA	NA	ng/ml	NA	NA
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	0.0	hr	NA	0.0	NA	NA	NA	ng/ml	NA	0.0
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	0.5	hr	NA	56.3	NA	NA	NA	ng/ml	NA	0.5
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	1.0	hr	NA	264.5	NA	NA	NA	ng/ml	NA	1.0
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	1.5	hr	NA	382.0	NA	NA	NA	ng/ml	NA	1.5
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	2.0	hr	NA	453.0	NA	NA	NA	ng/ml	NA	2.0
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	2.5	hr	NA	452.9	NA	NA	NA	ng/ml	NA	2.5
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	3.0	hr	NA	418.5	NA	NA	NA	ng/ml	NA	3.0
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	3.5	hr	NA	389.0	NA	NA	NA	ng/ml	NA	3.5
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	4.0	hr	NA	349.7	NA	NA	NA	ng/ml	NA	4.0
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	4.5	hr	NA	305.4	NA	NA	NA	ng/ml	NA	4.5
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	5.0	hr	NA	263.7	NA	NA	NA	ng/ml	NA	5.0
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	6.0	hr	NA	209.5	NA	NA	NA	ng/ml	NA	6.0
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	8.0	hr	NA	140.5	NA	NA	NA	ng/ml	NA	8.0
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	12.0	hr	NA	64.2	NA	NA	NA	ng/ml	NA	12.0
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	16.0	hr	NA	39.6	NA	NA	NA	ng/ml	NA	16.0
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	24.0	hr	NA	19.8	NA	NA	NA	ng/ml	NA	24.0
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	36.0	hr	NA	7.4	NA	NA	NA	ng/ml	NA	36.0
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	48.0	hr	NA	0.0	NA	NA	NA	ng/ml	NA	48.0
Ogata2010	NA	all	9.0	mED90	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED90	50.0	hr	NA	NA	NA	NA	NA	ng/ml	NA	NA
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	0.0	hr	NA	0.0	NA	NA	NA	ng/ml	NA	0.0
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	0.5	hr	NA	107.7	NA	NA	NA	ng/ml	NA	0.5
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	1.0	hr	NA	382.2	NA	NA	NA	ng/ml	NA	1.0
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	1.5	hr	NA	401.7	NA	NA	NA	ng/ml	NA	1.5
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	2.0	hr	NA	401.5	NA	NA	NA	ng/ml	NA	2.0
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	2.5	hr	NA	374.5	NA	NA	NA	ng/ml	NA	2.5
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	3.0	hr	NA	310.7	NA	NA	NA	ng/ml	NA	3.0
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	3.5	hr	NA	281.1	NA	NA	NA	ng/ml	NA	3.5
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	4.0	hr	NA	249.2	NA	NA	NA	ng/ml	NA	4.0
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	4.5	hr	NA	227.0	NA	NA	NA	ng/ml	NA	4.5
Ogata2010	NA	all	9.0	mED120	concentration	edoxaban	plasma	LC MS/MS	edoxaban_mED120	5.0	hr	NA	192.6	NA	NA	NA	ng/ml	NA	5.0
