study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	cv	median	min	max	sd	se	unit	comments
Mendell2015	healthyB	8.0	ED15	concentration	edoxaban	plasma	LC MS/MS	24.0	hr	1.9	NA	NA	NA	NA	1.0	NA	ng/ml	NA
Mendell2015	healthyB	8.0	ED15	cmax	edoxaban	plasma	LC MS/MS	NA	NA	93.0	NA	NA	NA	NA	29.4	NA	ng/ml	NA
Mendell2015	healthyB	8.0	ED15	tmax	edoxaban	plasma	LC MS/MS	NA	NA	1.0	NA	NA	0.5	1.0	NA	NA	hr	NA
Mendell2015	healthyB	8.0	ED15	thalf	edoxaban	plasma	LC MS/MS	NA	NA	5.8	NA	NA	NA	NA	1.7	NA	hr	NA
Mendell2015	healthyB	8.0	ED15	oral clearance	edoxaban	plasma	LC MS/MS	NA	NA	31.8	NA	NA	NA	NA	7.2	NA	l/hr	NA
Mendell2015	healthyB	8.0	ED15	vd	edoxaban	plasma	LC MS/MS	NA	NA	254.4	NA	NA	NA	NA	69.1	NA	l	NA
Mendell2015	mildHI	8.0	ED15	auc_inf	edoxaban-M4	plasma	LC MS/MS	24.0	hr	60.2	NA	NA	NA	NA	38.2	NA	ng*hr/ml	NA
Mendell2015	mildHI	8.0	ED15	cmax	edoxaban-M4	plasma	LC MS/MS	NA	NA	7.9	NA	NA	NA	NA	4.9	NA	ng/ml	NA
Mendell2015	mildHI	8.0	ED15	tmax	edoxaban-M4	plasma	LC MS/MS	NA	NA	2.0	NA	NA	1.0	3.0	NA	NA	hr	NA
Mendell2015	mildHI	8.0	ED15	thalf	edoxaban-M4	plasma	LC MS/MS	NA	NA	8.7	NA	NA	NA	NA	3.3	NA	hr	NA
Mendell2015	healthyA	8.0	ED15	auc_inf	edoxaban-M4	plasma	LC MS/MS	24.0	hr	40.6	NA	NA	NA	NA	6.3	NA	ng*hr/ml	NA
Mendell2015	healthyA	8.0	ED15	cmax	edoxaban-M4	plasma	LC MS/MS	NA	NA	6.6	NA	NA	NA	NA	2.0	NA	ng/ml	NA
Mendell2015	healthyA	8.0	ED15	tmax	edoxaban-M4	plasma	LC MS/MS	NA	NA	2.0	NA	NA	1.0	3.0	NA	NA	hr	NA
Mendell2015	healthyA	8.0	ED15	thalf	edoxaban-M4	plasma	LC MS/MS	NA	NA	5.9	NA	NA	NA	NA	1.0	NA	hr	NA
Mendell2015	moderateHI	8.0	ED15	auc_inf	edoxaban-M4	plasma	LC MS/MS	24.0	hr	49.3	NA	NA	NA	NA	21.5	NA	ng*hr/ml	NA
Mendell2015	moderateHI	8.0	ED15	cmax	edoxaban-M4	plasma	LC MS/MS	NA	NA	5.6	NA	NA	NA	NA	2.6	NA	ng/ml	NA
Mendell2015	moderateHI	8.0	ED15	tmax	edoxaban-M4	plasma	LC MS/MS	NA	NA	3.0	NA	NA	1.0	6.0	NA	NA	hr	NA
Mendell2015	moderateHI	8.0	ED15	thalf	edoxaban-M4	plasma	LC MS/MS	NA	NA	8.5	NA	NA	NA	NA	3.0	NA	hr	NA
Mendell2015	healthyB	8.0	ED15	auc_inf	edoxaban-M4	plasma	LC MS/MS	24.0	hr	45.0	NA	NA	NA	NA	10.8	NA	ng*hr/ml	NA
Mendell2015	healthyB	8.0	ED15	cmax	edoxaban-M4	plasma	LC MS/MS	NA	NA	6.8	NA	NA	NA	NA	2.0	NA	ng/ml	NA
Mendell2015	healthyB	8.0	ED15	tmax	edoxaban-M4	plasma	LC MS/MS	NA	NA	2.0	NA	NA	2.0	3.0	NA	NA	hr	NA
Mendell2015	healthyB	8.0	ED15	thalf	edoxaban-M4	plasma	LC MS/MS	NA	NA	6.4	NA	NA	NA	NA	2.4	NA	hr	NA
