study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	mean_pm	sd	se	unit	comments
Brown2015	NA	cohort1	12.0	ED60, PCC50	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED60, PCC50	3.5	hr	18.0	29.79	11.79	NA	percent	NA
Brown2015	NA	cohort1	12.0	ED60, PCC50	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED60, PCC50	4.0	hr	22.42	34.21	11.79	NA	percent	NA
Brown2015	NA	cohort1	12.0	ED60, PCC50	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED60, PCC50	6.0	hr	24.63	40.11	15.48	NA	percent	NA
Brown2015	NA	cohort1	12.0	ED60, PCC50	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED60, PCC50	8.0	hr	25.37	40.11	14.739999999999998	NA	percent	NA
Brown2015	NA	cohort1	12.0	ED60, PCC50	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED60, PCC50	12.0	hr	29.79	39.37	9.579999999999998	NA	percent	NA
Brown2015	NA	cohort2	12.0	ED180	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED180	0.0	hr	0.0	NA	NA	NA	percent	NA
Brown2015	NA	cohort2	12.0	ED180	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED180	0.5	hr	-16.24	1.25	17.49	NA	percent	NA
Brown2015	NA	cohort2	12.0	ED180	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED180	1.0	hr	-30.18	-7.79	22.39	NA	percent	NA
Brown2015	NA	cohort2	12.0	ED180	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED180	1.5	hr	-35.73	-4.23	31.499999999999996	NA	percent	NA
Brown2015	NA	cohort2	12.0	ED180	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED180	2.0	hr	-28.66	-16.77	11.89	NA	percent	NA
Brown2015	NA	cohort2	12.0	ED180	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED180	2.5	hr	-35.61	-25.11	10.5	NA	percent	NA
Brown2015	NA	cohort2	12.0	ED180	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED180	3.0	hr	-29.25	-13.16	16.09	NA	percent	NA
Brown2015	NA	cohort2	12.0	ED180	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED180	3.5	hr	-33.4	-26.4	7.0	NA	percent	NA
Brown2015	NA	cohort2	12.0	ED180	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED180	4.0	hr	-24.93	-16.53	8.399999999999999	NA	percent	NA
Brown2015	NA	cohort2	12.0	ED180	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED180	6.0	hr	-22.6	-11.4	11.200000000000001	NA	percent	NA
Brown2015	NA	cohort2	12.0	ED180	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED180	8.0	hr	-15.37	-0.67	14.7	NA	percent	NA
Brown2015	NA	cohort2	12.0	ED180	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED180	12.0	hr	-15.6	-10.71	4.889999999999999	NA	percent	NA
Brown2015	NA	cohort2	12.0	ED180, PCC25	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED180, PCC25	0.0	hr	0.0	NA	NA	NA	percent	NA
Brown2015	NA	cohort2	12.0	ED180, PCC25	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED180, PCC25	0.5	hr	-21.14	-12.04	9.100000000000001	NA	percent	NA
Brown2015	NA	cohort2	12.0	ED180, PCC25	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED180, PCC25	1.0	hr	-23.88	-9.89	13.989999999999998	NA	percent	NA
Brown2015	NA	cohort2	12.0	ED180, PCC25	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED180, PCC25	1.5	hr	-19.63	-5.63	14.0	NA	percent	NA
Brown2015	NA	cohort2	12.0	ED180, PCC25	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED180, PCC25	2.0	hr	-10.47	11.94	22.41	NA	percent	NA
Brown2015	NA	cohort2	12.0	ED180, PCC25	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED180, PCC25	2.5	hr	-14.61	2.89	17.5	NA	percent	NA
Brown2015	NA	cohort2	12.0	ED180, PCC25	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED180, PCC25	3.0	hr	2.95	19.75	16.8	NA	percent	NA
Brown2015	NA	cohort2	12.0	ED180, PCC25	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED180, PCC25	3.5	hr	2.3	13.5	11.2	NA	percent	NA
Brown2015	NA	cohort2	12.0	ED180, PCC25	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED180, PCC25	4.0	hr	9.37	31.77	22.4	NA	percent	NA
Brown2015	NA	cohort2	12.0	ED180, PCC25	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED180, PCC25	6.0	hr	11.7	22.9	11.2	NA	percent	NA
Brown2015	NA	cohort2	12.0	ED180, PCC25	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED180, PCC25	8.0	hr	14.03	28.73	14.700000000000001	NA	percent	NA
Brown2015	NA	cohort2	12.0	ED180, PCC25	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED180, PCC25	12.0	hr	11.7	25.0	13.3	NA	percent	NA
Brown2015	NA	cohort2	12.0	ED180, PCC50	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED180, PCC50	0.0	hr	0.0	NA	NA	NA	percent	NA
Brown2015	NA	cohort2	12.0	ED180, PCC50	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED180, PCC50	0.5	hr	-16.94	-4.34	12.600000000000001	NA	percent	NA
Brown2015	NA	cohort2	12.0	ED180, PCC50	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED180, PCC50	1.0	hr	-32.29	-18.29	14.0	NA	percent	NA
Brown2015	NA	cohort2	12.0	ED180, PCC50	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED180, PCC50	1.5	hr	-41.33	-29.43	11.899999999999999	NA	percent	NA
Brown2015	NA	cohort2	12.0	ED180, PCC50	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED180, PCC50	2.0	hr	-30.77	-17.47	13.3	NA	percent	NA
Brown2015	NA	cohort2	12.0	ED180, PCC50	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED180, PCC50	2.5	hr	-39.11	-26.51	12.599999999999998	NA	percent	NA
Brown2015	NA	cohort2	12.0	ED180, PCC50	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED180, PCC50	3.0	hr	3.64	19.75	16.11	NA	percent	NA
Brown2015	NA	cohort2	12.0	ED180, PCC50	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED180, PCC50	3.5	hr	4.4	12.81	8.41	NA	percent	NA
Brown2015	NA	cohort2	12.0	ED180, PCC50	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED180, PCC50	4.0	hr	16.37	31.07	14.7	NA	percent	NA
Brown2015	NA	cohort2	12.0	ED180, PCC50	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED180, PCC50	6.0	hr	22.21	40.4	18.189999999999998	NA	percent	NA
Brown2015	NA	cohort2	12.0	ED180, PCC50	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED180, PCC50	8.0	hr	24.53	44.13	19.6	NA	percent	NA
Brown2015	NA	cohort2	12.0	ED180, PCC50	ETP (change relative)	NA	plasma	coagulation assay	ETP_ED180, PCC50	12.0	hr	23.59	36.9	13.309999999999999	NA	percent	NA
