study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	mean_pm	sd	se	unit	comments
Brown2015	NA	cohort1	12.0	ED60, PCC25	PT (change relative)	NA	plasma	coagulation assay	PT_ED60, PCC25	8.0	hr	2.98	5.28	2.3000000000000003	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60, PCC25	PT (change relative)	NA	plasma	coagulation assay	PT_ED60, PCC25	12.0	hr	2.4	4.71	2.31	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60, PCC25	PT (change relative)	NA	plasma	coagulation assay	PT_ED60, PCC25	24.0	hr	1.37	3.55	2.1799999999999997	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60, PCC25	PT (change relative)	NA	plasma	coagulation assay	PT_ED60, PCC25	36.0	hr	0.44	2.4	1.96	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60, PCC25	PT (change relative)	NA	plasma	coagulation assay	PT_ED60, PCC25	48.0	hr	0.23	1.13	0.8999999999999999	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60, PCC25	PT (change relative)	NA	plasma	coagulation assay	PT_ED60, PCC25	60.0	hr	0.17	0.54	0.37	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60, PCC25	PT (change relative)	NA	plasma	coagulation assay	PT_ED60, PCC25	72.0	hr	0.0	NA	NA	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60, PCC50	PT (change relative)	NA	plasma	coagulation assay	PT_ED60, PCC50	0.0	hr	0.0	NA	NA	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60, PCC50	PT (change relative)	NA	plasma	coagulation assay	PT_ED60, PCC50	0.5	hr	4.25	8.28	4.029999999999999	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60, PCC50	PT (change relative)	NA	plasma	coagulation assay	PT_ED60, PCC50	1.0	hr	5.06	9.31	4.250000000000001	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60, PCC50	PT (change relative)	NA	plasma	coagulation assay	PT_ED60, PCC50	1.5	hr	4.94	8.27	3.329999999999999	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60, PCC50	PT (change relative)	NA	plasma	coagulation assay	PT_ED60, PCC50	2.0	hr	4.25	7.24	2.99	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60, PCC50	PT (change relative)	NA	plasma	coagulation assay	PT_ED60, PCC50	3.0	hr	3.44	6.55	3.11	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60, PCC50	PT (change relative)	NA	plasma	coagulation assay	PT_ED60, PCC50	4.0	hr	2.87	5.74	2.87	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60, PCC50	PT (change relative)	NA	plasma	coagulation assay	PT_ED60, PCC50	6.0	hr	2.52	4.82	2.3000000000000003	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60, PCC50	PT (change relative)	NA	plasma	coagulation assay	PT_ED60, PCC50	8.0	hr	1.83	3.55	1.7199999999999998	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60, PCC50	PT (change relative)	NA	plasma	coagulation assay	PT_ED60, PCC50	12.0	hr	1.25	2.4	1.15	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60, PCC50	PT (change relative)	NA	plasma	coagulation assay	PT_ED60, PCC50	24.0	hr	0.33	1.48	1.15	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60, PCC50	PT (change relative)	NA	plasma	coagulation assay	PT_ED60, PCC50	36.0	hr	0.25	0.88	0.63	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60, PCC50	PT (change relative)	NA	plasma	coagulation assay	PT_ED60, PCC50	48.0	hr	0.17	2.34	2.17	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60, PCC50	PT (change relative)	NA	plasma	coagulation assay	PT_ED60, PCC50	60.0	hr	0.08	NA	NA	NA	sec	NA
Brown2015	NA	cohort1	12.0	ED60, PCC50	PT (change relative)	NA	plasma	coagulation assay	PT_ED60, PCC50	72.0	hr	0.0	NA	NA	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180	PT (change relative)	NA	plasma	coagulation assay	PT_ED180	0.0	hr	0.0	NA	NA	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180	PT (change relative)	NA	plasma	coagulation assay	PT_ED180	0.5	hr	4.76	7.93	3.17	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180	PT (change relative)	NA	plasma	coagulation assay	PT_ED180	1.0	hr	10.49	13.54	3.049999999999999	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180	PT (change relative)	NA	plasma	coagulation assay	PT_ED180	1.5	hr	11.83	14.27	2.4399999999999995	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180	PT (change relative)	NA	plasma	coagulation assay	PT_ED180	2.0	hr	12.69	15.25	2.5600000000000005	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180	PT (change relative)	NA	plasma	coagulation assay	PT_ED180	3.0	hr	12.2	14.64	2.4400000000000013	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180	PT (change relative)	NA	plasma	coagulation assay	PT_ED180	4.0	hr	10.98	13.66	2.6799999999999997	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180	PT (change relative)	NA	plasma	coagulation assay	PT_ED180	6.0	hr	10.13	13.3	3.17	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180	PT (change relative)	NA	plasma	coagulation assay	PT_ED180	8.0	hr	9.15	12.69	3.539999999999999	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180	PT (change relative)	NA	plasma	coagulation assay	PT_ED180	12.0	hr	6.47	11.23	4.760000000000001	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180	PT (change relative)	NA	plasma	coagulation assay	PT_ED180	24.0	hr	4.65	10.25	5.6	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180	PT (change relative)	NA	plasma	coagulation assay	PT_ED180	36.0	hr	2.7	7.57	4.87	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180	PT (change relative)	NA	plasma	coagulation assay	PT_ED180	48.0	hr	1.63	5.01	3.38	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180	PT (change relative)	NA	plasma	coagulation assay	PT_ED180	60.0	hr	0.79	NA	NA	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180	PT (change relative)	NA	plasma	coagulation assay	PT_ED180	72.0	hr	0.0	NA	NA	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180, PCC25	PT (change relative)	NA	plasma	coagulation assay	PT_ED180, PCC25	0.0	hr	0.0	NA	NA	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180, PCC25	PT (change relative)	NA	plasma	coagulation assay	PT_ED180, PCC25	0.5	hr	8.66	10.25	1.5899999999999999	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180, PCC25	PT (change relative)	NA	plasma	coagulation assay	PT_ED180, PCC25	1.0	hr	8.9	12.07	3.17	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180, PCC25	PT (change relative)	NA	plasma	coagulation assay	PT_ED180, PCC25	1.5	hr	7.93	14.03	6.1	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180, PCC25	PT (change relative)	NA	plasma	coagulation assay	PT_ED180, PCC25	2.0	hr	7.56	15.25	7.69	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180, PCC25	PT (change relative)	NA	plasma	coagulation assay	PT_ED180, PCC25	3.0	hr	6.71	13.91	7.2	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180, PCC25	PT (change relative)	NA	plasma	coagulation assay	PT_ED180, PCC25	4.0	hr	5.86	12.69	6.829999999999999	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180, PCC25	PT (change relative)	NA	plasma	coagulation assay	PT_ED180, PCC25	6.0	hr	5.25	11.47	6.220000000000001	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180, PCC25	PT (change relative)	NA	plasma	coagulation assay	PT_ED180, PCC25	8.0	hr	3.79	10.86	7.069999999999999	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180, PCC25	PT (change relative)	NA	plasma	coagulation assay	PT_ED180, PCC25	12.0	hr	2.57	10.13	7.5600000000000005	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180, PCC25	PT (change relative)	NA	plasma	coagulation assay	PT_ED180, PCC25	24.0	hr	1.73	8.3	6.57	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180, PCC25	PT (change relative)	NA	plasma	coagulation assay	PT_ED180, PCC25	36.0	hr	1.26	5.74	4.48	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180, PCC25	PT (change relative)	NA	plasma	coagulation assay	PT_ED180, PCC25	48.0	hr	0.83	4.28	3.45	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180, PCC25	PT (change relative)	NA	plasma	coagulation assay	PT_ED180, PCC25	60.0	hr	0.55	2.95	2.4000000000000004	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180, PCC25	PT (change relative)	NA	plasma	coagulation assay	PT_ED180, PCC25	72.0	hr	0.0	NA	NA	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180, PCC50	PT (change relative)	NA	plasma	coagulation assay	PT_ED180, PCC25	0.0	hr	0.0	NA	NA	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180, PCC50	PT (change relative)	NA	plasma	coagulation assay	PT_ED180, PCC25	0.5	hr	5.0	8.05	3.0500000000000007	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180, PCC50	PT (change relative)	NA	plasma	coagulation assay	PT_ED180, PCC25	1.0	hr	10.49	11.95	1.459999999999999	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180, PCC50	PT (change relative)	NA	plasma	coagulation assay	PT_ED180, PCC50	1.5	hr	11.71	14.15	2.4399999999999995	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180, PCC50	PT (change relative)	NA	plasma	coagulation assay	PT_ED180, PCC50	2.0	hr	11.83	15.25	3.42	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180, PCC50	PT (change relative)	NA	plasma	coagulation assay	PT_ED180, PCC50	3.0	hr	11.1	14.76	3.66	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180, PCC50	PT (change relative)	NA	plasma	coagulation assay	PT_ED180, PCC50	4.0	hr	9.64	13.54	3.8999999999999986	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180, PCC50	PT (change relative)	NA	plasma	coagulation assay	PT_ED180, PCC50	6.0	hr	8.79	12.57	3.780000000000001	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180, PCC50	PT (change relative)	NA	plasma	coagulation assay	PT_ED180, PCC50	8.0	hr	7.93	9.64	1.7100000000000009	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180, PCC50	PT (change relative)	NA	plasma	coagulation assay	PT_ED180, PCC50	12.0	hr	5.13	9.15	4.0200000000000005	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180, PCC50	PT (change relative)	NA	plasma	coagulation assay	PT_ED180, PCC50	24.0	hr	3.31	6.47	3.1599999999999997	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180, PCC50	PT (change relative)	NA	plasma	coagulation assay	PT_ED180, PCC50	36.0	hr	1.61	4.77	3.1599999999999993	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180, PCC50	PT (change relative)	NA	plasma	coagulation assay	PT_ED180, PCC50	48.0	hr	1.14	3.07	1.93	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180, PCC50	PT (change relative)	NA	plasma	coagulation assay	PT_ED180, PCC50	60.0	hr	0.3	1.4	1.0999999999999999	NA	sec	NA
Brown2015	NA	cohort2	12.0	ED180, PCC50	PT (change relative)	NA	plasma	coagulation assay	PT_ED180, PCC50	72.0	hr	0.0	NA	NA	NA	sec	NA
