study	group	count	intervention	measurement_type	substance	tissue	method	time	time_unit	mean	cv	median	min	max	sd	se	unit	comments
Chen2017b	all	12.0	ED60	clearance_renal	edoxaban	urine	LC MS/MS	48.0	hr	9.57	NA	NA	NA	NA	1.56	NA	l/hr	NA
Chen2017b	all	12.0	ED60	recovery	edoxaban	urine	LC MS/MS	48.0	hr	34.2	NA	NA	NA	NA	7.2	NA	percent	NA
Chen2017b	all	12.0	ED90	auc_inf	edoxaban	plasma	LC MS/MS	NA	NA	3238.0	NA	NA	NA	NA	605.0	NA	ng*hr/ml	NA
Chen2017b	all	12.0	ED90	auc_end	edoxaban	plasma	LC MS/MS	48.0	hr	3151.0	NA	NA	NA	NA	555.0	NA	ng*hr/ml	NA
Chen2017b	all	12.0	ED90	oral-clearance	edoxaban	plasma	LC MS/MS	NA	NA	28.7	NA	NA	NA	NA	5.3	NA	L/hr	NA
Chen2017b	all	12.0	ED90	cmax	edoxaban	plasma	LC MS/MS	NA	NA	501.0	NA	NA	NA	NA	134.0	NA	ng/mL	NA
Chen2017b	all	12.0	ED90	tmax	edoxaban	plasma	LC MS/MS	NA	NA	1.58	NA	NA	NA	NA	0.63	NA	hr	NA
Chen2017b	all	12.0	ED90	vd	edoxaban	plasma	LC MS/MS	NA	NA	390.0	NA	NA	NA	NA	89.0	NA	l	NA
Chen2017b	all	12.0	ED90	thalf	edoxaban	plasma	LC MS/MS	NA	NA	9.6	NA	NA	NA	NA	2.5	NA	hr	NA
Chen2017b	all	12.0	ED90	cumulative amount	edoxaban	urine	LC MS/MS	48.0	hr	31.0	NA	NA	NA	NA	5.7	NA	mg	NA
Chen2017b	all	12.0	ED90	clearance_renal	edoxaban	urine	LC MS/MS	48.0	hr	9.63	NA	NA	NA	NA	1.15	NA	l/hr	NA
Chen2017b	all	12.0	ED90	recovery	edoxaban	urine	LC MS/MS	48.0	hr	34.4	NA	NA	NA	NA	6.3	NA	percent	NA
Chen2017b	all	12.0	ED30	auc_inf	edoxaban-M4	plasma	LC MS/MS	NA	NA	149.0	NA	NA	NA	NA	44.0	NA	ng*hr/ml	NA
Chen2017b	all	12.0	ED30	auc_end	edoxaban-M4	plasma	LC MS/MS	48.0	hr	145.0	NA	NA	NA	NA	44.0	NA	ng*hr/ml	NA
Chen2017b	all	12.0	ED30	cmax	edoxaban-M4	plasma	LC MS/MS	NA	NA	22.9	NA	NA	NA	NA	9.0	NA	ng/ml	NA
Chen2017b	all	12.0	ED30	tmax	edoxaban-M4	plasma	LC MS/MS	NA	NA	2.0	NA	NA	NA	NA	0.6	NA	hr	NA
Chen2017b	all	12.0	ED30	thalf	edoxaban-M4	plasma	LC MS/MS	NA	NA	10.1	NA	NA	NA	NA	6.4	NA	hr	NA
Chen2017b	all	12.0	ED60	auc_inf	edoxaban-M4	plasma	LC MS/MS	NA	NA	260.0	NA	NA	NA	NA	77.0	NA	ng*hr/ml	NA
Chen2017b	all	12.0	ED60	auc_end	edoxaban-M4	plasma	LC MS/MS	48.0	hr	250.0	NA	NA	NA	NA	71.0	NA	ng*hr/ml	NA
Chen2017b	all	12.0	ED60	cmax	edoxaban-M4	plasma	LC MS/MS	NA	NA	34.6	NA	NA	NA	NA	10.0	NA	ng/ml	NA
Chen2017b	all	12.0	ED60	tmax	edoxaban-M4	plasma	LC MS/MS	NA	NA	2.0	NA	NA	NA	NA	0.5	NA	hr	NA
Chen2017b	all	12.0	ED60	thalf	edoxaban-M4	plasma	LC MS/MS	NA	NA	9.2	NA	NA	NA	NA	4.2	NA	hr	NA
Chen2017b	all	12.0	ED90	auc_inf	edoxaban-M4	plasma	LC MS/MS	NA	NA	371.0	NA	NA	NA	NA	130.0	NA	ng*hr/ml	NA
Chen2017b	all	12.0	ED90	auc_end	edoxaban-M4	plasma	LC MS/MS	48.0	hr	360.0	NA	NA	NA	NA	125.0	NA	ng*hr/ml	NA
Chen2017b	all	12.0	ED90	cmax	edoxaban-M4	plasma	LC MS/MS	NA	NA	50.5	NA	NA	NA	NA	16.8	NA	ng/ml	NA
Chen2017b	all	12.0	ED90	tmax	edoxaban-M4	plasma	LC MS/MS	NA	NA	2.3	NA	NA	NA	NA	0.7	NA	hr	NA
Chen2017b	all	12.0	ED90	thalf	edoxaban-M4	plasma	LC MS/MS	NA	NA	9.7	NA	NA	NA	NA	3.3	NA	hr	NA
